<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.20	06:30:00	1069.02	1079.71	1069.02	1076.88	293	0	34
2025.09.20	06:40:00	1077.12	1078.49	1073.71	1075.56	298	0	34
2025.09.20	06:50:00	1075.51	1080.42	1073.54	1076.84	297	0	34
2025.09.20	07:00:00	1077.08	1083.21	1076.34	1083.00	297	0	34
2025.09.20	07:10:00	1083.01	1084.13	1076.54	1084.13	297	0	34
2025.09.20	07:20:00	1084.40	1086.45	1082.11	1083.08	298	0	34
2025.09.20	07:30:00	1082.83	1086.62	1081.93	1084.89	294	0	34
2025.09.20	07:40:00	1085.28	1086.88	1079.20	1083.16	292	0	34
2025.09.20	07:50:00	1083.11	1098.39	1083.00	1098.36	297	0	34
2025.09.20	08:00:00	1098.73	1099.55	1090.82	1091.66	299	0	34
2025.09.20	08:10:00	1091.80	1096.88	1089.89	1094.36	294	0	34
2025.09.20	08:20:00	1094.16	1095.23	1090.63	1093.06	297	0	34
2025.09.20	08:30:00	1093.32	1094.70	1090.52	1093.56	296	0	34
2025.09.20	08:40:00	1093.63	1096.95	1091.23	1091.34	299	0	34
2025.09.20	08:50:00	1091.42	1098.47	1091.30	1096.69	295	0	34
2025.09.20	09:00:00	1096.82	1097.81	1091.48	1095.61	294	0	34
2025.09.20	09:10:00	1095.29	1098.80	1090.96	1091.13	294	0	34
2025.09.20	09:20:00	1090.77	1091.76	1083.82	1085.45	296	0	34
2025.09.20	09:30:00	1085.28	1085.88	1080.87	1083.52	292	0	34
2025.09.20	09:40:00	1083.56	1084.40	1078.91	1082.07	294	0	34
2025.09.20	09:50:00	1082.04	1090.61	1082.04	1089.83	296	0	34
2025.09.20	10:00:00	1089.66	1090.36	1076.34	1076.34	296	0	34
2025.09.20	10:10:00	1076.14	1077.69	1070.71	1070.76	296	0	34
2025.09.20	10:20:00	1070.69	1075.18	1068.79	1075.18	289	0	34
2025.09.20	10:30:00	1075.11	1076.20	1068.31	1068.31	296	0	34
2025.09.20	10:40:00	1068.52	1076.17	1068.45	1074.13	294	0	34
2025.09.20	10:50:00	1074.41	1080.73	1071.36	1079.81	297	0	34
2025.09.20	11:00:00	1079.59	1081.71	1076.14	1077.67	295	0	34
2025.09.20	11:10:00	1077.44	1081.81	1076.21	1078.08	295	0	34
2025.09.20	11:20:00	1078.33	1080.50	1075.66	1078.41	295	0	34
2025.09.20	11:30:00	1077.72	1081.37	1075.32	1077.65	294	0	34
2025.09.20	11:40:00	1077.99	1079.68	1073.79	1075.80	300	0	34
2025.09.20	11:50:00	1075.84	1081.22	1075.14	1077.16	293	0	34
2025.09.20	12:00:00	1077.34	1083.89	1074.29	1083.80	296	0	34
2025.09.20	12:10:00	1083.73	1084.23	1079.07	1080.13	295	0	34
2025.09.20	12:20:00	1080.00	1080.64	1073.75	1077.12	294	0	34
2025.09.20	12:30:00	1076.58	1076.96	1070.74	1073.47	297	0	34
2025.09.20	12:40:00	1073.49	1076.61	1070.36	1073.30	298	0	34
2025.09.20	12:50:00	1073.34	1081.03	1072.54	1080.77	291	0	34
2025.09.20	13:00:00	1081.36	1083.75	1076.97	1078.19	291	0	34
2025.09.20	13:10:00	1077.93	1081.86	1073.98	1074.36	296	0	34
2025.09.20	13:20:00	1074.02	1079.28	1072.32	1078.63	297	0	34
2025.09.20	13:30:00	1078.75	1083.50	1077.23	1080.24	297	0	34
2025.09.20	13:40:00	1080.12	1080.48	1070.81	1072.52	294	0	34
2025.09.20	13:50:00	1072.57	1073.42	1069.44	1072.34	296	0	34
2025.09.20	14:00:00	1072.21	1079.15	1070.52	1073.46	299	0	34
2025.09.20	14:10:00	1072.93	1074.71	1066.00	1067.44	297	0	34
2025.09.20	14:20:00	1067.84	1080.81	1067.49	1079.40	296	0	34
2025.09.20	14:30:00	1079.56	1083.50	1077.66	1077.89	294	0	34
2025.09.20	14:40:00	1077.82	1082.31	1077.21	1081.96	299	0	34
2025.09.20	14:50:00	1081.88	1083.61	1076.68	1080.00	298	0	34
2025.09.20	15:00:00	1080.17	1086.06	1080.17	1084.97	294	0	34
2025.09.20	15:10:00	1085.18	1085.53	1078.28	1079.45	299	0	34
2025.09.20	15:20:00	1079.96	1083.47	1078.40	1079.63	294	0	34
2025.09.20	15:30:00	1079.74	1084.08	1077.78	1081.13	297	0	34
2025.09.20	15:40:00	1080.99	1081.04	1075.00	1076.00	299	0	34
2025.09.20	15:50:00	1076.33	1077.59	1073.32	1074.29	296	0	34
2025.09.20	16:00:00	1074.30	1074.92	1067.51	1069.31	294	0	34
2025.09.20	16:10:00	1069.24	1070.40	1060.72	1063.09	296	0	34
2025.09.20	16:20:00	1062.91	1067.74	1062.05	1064.82	297	0	34
2025.09.20	16:30:00	1064.37	1073.76	1063.77	1073.35	296	0	34
2025.09.20	16:40:00	1073.29	1075.40	1069.89	1070.83	295	0	34
2025.09.20	16:50:00	1070.69	1070.83	1065.05	1068.18	298	0	34
2025.09.20	17:00:00	1068.06	1068.78	1061.98	1062.16	294	0	34
2025.09.20	17:10:00	1062.02	1063.94	1055.58	1055.58	293	0	34
2025.09.20	17:20:00	1054.98	1067.76	1052.08	1066.64	299	0	34
2025.09.20	17:30:00	1066.38	1076.22	1065.25	1072.43	298	0	34
2025.09.20	17:40:00	1072.37	1075.71	1068.60	1068.94	295	0	34
2025.09.20	17:50:00	1068.92	1071.34	1061.77	1062.98	297	0	34
2025.09.20	18:00:00	1063.00	1065.82	1060.62	1064.17	299	0	34
2025.09.20	18:10:00	1064.49	1067.53	1060.92	1063.21	295	0	34
2025.09.20	18:20:00	1063.08	1063.08	1056.07	1057.80	295	0	34
2025.09.20	18:30:00	1057.51	1058.51	1050.91	1051.95	296	0	34
2025.09.20	18:40:00	1051.67	1058.68	1049.82	1055.60	296	0	34
2025.09.20	18:50:00	1055.30	1055.30	1044.16	1044.53	294	0	34
2025.09.20	19:00:00	1044.29	1050.95	1041.83	1049.75	296	0	34
2025.09.20	19:10:00	1049.60	1050.82	1046.38	1049.67	298	0	34
2025.09.20	19:20:00	1049.58	1051.41	1044.00	1047.41	296	0	34
2025.09.20	19:30:00	1047.49	1049.98	1041.44	1045.86	295	0	34
2025.09.20	19:40:00	1046.07	1046.40	1041.84	1043.00	295	0	34
2025.09.20	19:50:00	1043.02	1045.75	1039.47	1043.78	295	0	34
2025.09.20	20:00:00	1044.07	1049.65	1043.78	1047.81	291	0	34
2025.09.20	20:10:00	1047.52	1052.55	1047.52	1050.04	294	0	34
2025.09.20	20:20:00	1050.06	1055.70	1048.27	1054.63	296	0	34
2025.09.20	20:30:00	1054.76	1056.39	1052.43	1053.93	294	0	34
2025.09.20	20:40:00	1053.81	1060.43	1053.06	1059.92	295	0	34
2025.09.20	20:50:00	1060.45	1061.01	1051.86	1052.89	298	0	34
2025.09.20	21:00:00	1052.95	1055.01	1049.40	1051.10	297	0	34
2025.09.20	21:10:00	1051.01	1055.46	1048.14	1051.39	297	0	34
2025.09.20	21:20:00	1051.72	1054.47	1049.42	1053.34	295	0	34
2025.09.20	21:30:00	1053.42	1060.88	1053.03	1059.22	298	0	34
2025.09.20	21:40:00	1059.25	1062.36	1055.02	1060.31	299	0	34
2025.09.20	21:50:00	1060.14	1062.24	1055.72	1061.70	294	0	34
2025.09.20	22:00:00	1062.28	1063.68	1058.48	1060.55	295	0	34
2025.09.20	22:10:00	1060.37	1062.32	1054.61	1054.83	298	0	34
2025.09.20	22:20:00	1055.14	1055.55	1046.79	1048.71	295	0	34
2025.09.20	22:30:00	1048.96	1051.70	1047.70	1048.68	297	0	34
2025.09.20	22:40:00	1048.90	1054.07	1044.25	1044.25	293	0	34
2025.09.20	22:50:00	1044.29	1048.70	1040.92	1047.70	298	0	34
2025.09.20	23:00:00	1047.45	1052.32	1045.44	1052.32	297	0	34
2025.09.20	23:10:00	1052.28	1053.63	1048.79	1051.19	290	0	34
2025.09.20	23:20:00	1051.66	1055.74	1049.59	1054.00	293	0	34
2025.09.20	23:30:00	1054.11	1054.37	1047.84	1048.86	299	0	34
2025.09.20	23:40:00	1048.71	1049.89	1037.43	1038.75	297	0	34
2025.09.20	23:50:00	1038.98	1042.12	1037.47	1040.60	299	0	34
2025.09.21	00:00:00	1040.40	1042.76	1038.00	1040.98	295	0	34
2025.09.21	00:10:00	1040.70	1042.91	1036.82	1039.59	299	0	34
2025.09.21	00:20:00	1040.08	1040.09	1032.50	1034.64	295	0	34
2025.09.21	00:30:00	1034.64	1036.52	1031.57	1034.31	295	0	34
2025.09.21	00:40:00	1034.77	1036.39	1032.14	1033.66	298	0	34
2025.09.21	00:50:00	1033.30	1034.09	1023.92	1023.99	298	0	34
2025.09.21	01:00:00	1023.93	1025.57	1019.06	1025.41	295	0	34
2025.09.21	01:10:00	1025.28	1025.28	1012.82	1012.89	294	0	34
2025.09.21	01:20:00	1012.50	1014.95	1010.41	1014.46	286	0	34
2025.09.21	01:30:00	1014.76	1017.34	1008.43	1008.43	295	0	34
2025.09.21	01:40:00	1008.47	1009.87	1001.83	1004.19	297	0	34
2025.09.21	01:50:00	1004.11	1007.09	1002.45	1003.92	295	0	34
2025.09.21	02:00:00	1003.91	1004.92	999.56	1004.47	300	0	34
2025.09.21	02:10:00	1004.89	1009.09	1003.92	1003.97	292	0	34
2025.09.21	02:20:00	1004.17	1011.20	1003.79	1006.81	294	0	34
2025.09.21	02:30:00	1006.76	1007.44	1003.87	1005.93	296	0	34
2025.09.21	02:40:00	1005.72	1011.38	1002.33	1010.96	295	0	34
2025.09.21	02:50:00	1010.80	1016.01	1009.87	1014.52	295	0	34
2025.09.21	03:00:00	1015.03	1017.50	1011.97	1014.23	296	0	34
2025.09.21	03:10:00	1013.89	1014.89	1005.89	1006.69	296	0	34
2025.09.21	03:20:00	1006.69	1012.64	1006.19	1009.63	294	0	34
2025.09.21	03:30:00	1009.33	1013.33	1007.45	1012.97	295	0	34
2025.09.21	03:40:00	1012.56	1014.63	1010.93	1013.94	295	0	34
2025.09.21	03:50:00	1014.18	1017.20	1007.59	1008.99	295	0	34
2025.09.21	04:00:00	1008.99	1011.46	1006.04	1006.33	296	0	34
2025.09.21	04:10:00	1005.97	1011.89	1005.56	1010.52	290	0	34
2025.09.21	04:20:00	1010.46	1012.11	1006.93	1009.04	299	0	34
2025.09.21	04:30:00	1009.26	1019.47	1007.47	1017.35	297	0	34
2025.09.21	04:40:00	1017.30	1021.63	1015.06	1017.27	295	0	34
2025.09.21	04:50:00	1017.07	1018.55	1014.35	1015.44	297	0	34
2025.09.21	05:00:00	1015.53	1016.10	1008.43	1015.18	295	0	34
2025.09.21	05:10:00	1014.75	1014.75	1007.30	1009.06	296	0	34
2025.09.21	05:20:00	1008.71	1010.96	1002.02	1002.02	297	0	34
2025.09.21	05:30:00	1002.22	1007.61	1000.19	1006.93	295	0	34
2025.09.21	05:40:00	1006.74	1006.74	998.22	998.34	299	0	34
2025.09.21	05:50:00	998.29	1002.98	997.91	998.44	295	0	34
2025.09.21	06:00:00	998.47	1004.51	997.91	1000.53	291	0	34
2025.09.21	06:10:00	1000.57	1004.76	999.24	1002.22	297	0	34
2025.09.21	06:20:00	1002.47	1007.51	996.27	997.62	297	0	34
2025.09.21	06:30:00	997.56	998.02	990.75	992.26	295	0	34
2025.09.21	06:40:00	992.30	998.54	991.24	998.54	295	0	34
2025.09.21	06:50:00	998.54	1005.48	996.89	1003.77	296	0	34
2025.09.21	07:00:00	1004.12	1005.87	998.92	999.32	297	0	34
2025.09.21	07:10:00	999.20	1002.00	995.70	1001.32	296	0	34
2025.09.21	07:20:00	1001.01	1005.01	998.39	1000.47	297	0	34
2025.09.21	07:30:00	1000.34	1005.10	999.45	1004.06	294	0	34
2025.09.21	07:40:00	1004.36	1005.61	998.98	999.72	295	0	34
2025.09.21	07:50:00	999.35	1004.58	997.38	1004.17	295	0	34
2025.09.21	08:00:00	1004.34	1010.00	1002.97	1008.19	298	0	34
2025.09.21	08:10:00	1007.45	1014.15	1006.16	1011.98	294	0	34
2025.09.21	08:20:00	1011.60	1013.77	1006.50	1006.59	293	0	34
2025.09.21	08:30:00	1006.71	1010.71	1004.00	1004.00	294	0	34
2025.09.21	08:40:00	1004.12	1004.52	999.33	1002.78	294	0	34
2025.09.21	08:50:00	1002.87	1007.38	1000.99	1006.85	296	0	34
2025.09.21	09:00:00	1006.59	1009.50	999.02	1000.98	294	0	34
2025.09.21	09:10:00	1000.63	1010.97	1000.63	1009.44	296	0	34
2025.09.21	09:20:00	1009.49	1014.68	1009.26	1012.19	297	0	34
2025.09.21	09:30:00	1012.03	1012.13	1006.11	1008.62	297	0	34
2025.09.21	09:40:00	1008.70	1015.92	1008.70	1015.92	297	0	34
2025.09.21	09:50:00	1016.34	1017.49	1011.66	1016.40	298	0	34
2025.09.21	10:00:00	1016.32	1019.62	1013.66	1016.75	295	0	34
2025.09.21	10:10:00	1016.74	1024.63	1016.35	1023.63	296	0	34
2025.09.21	10:20:00	1023.48	1023.48	1017.62	1022.12	297	0	34
2025.09.21	10:30:00	1022.26	1022.73	1016.01	1019.24	293	0	34
2025.09.21	10:40:00	1019.45	1024.13	1016.92	1021.07	296	0	34
2025.09.21	10:50:00	1020.98	1021.64	1013.75	1015.24	299	0	34
2025.09.21	11:00:00	1015.01	1016.51	1011.04	1012.23	293	0	34
2025.09.21	11:10:00	1012.33	1014.39	1011.08	1012.70	290	0	34
2025.09.21	11:20:00	1012.74	1013.62	1003.80	1009.22	297	0	34
2025.09.21	11:30:00	1009.31	1009.95	1003.28	1004.71	295	0	34
2025.09.21	11:40:00	1004.67	1006.65	999.87	1000.54	296	0	34
2025.09.21	11:50:00	1000.67	1000.67	992.69	995.52	295	0	34
2025.09.21	12:00:00	995.60	997.04	992.28	996.19	295	0	34
2025.09.21	12:10:00	995.68	998.29	991.49	992.68	294	0	34
2025.09.21	12:20:00	992.76	999.00	989.84	998.90	298	0	34
2025.09.21	12:30:00	998.77	1003.27	996.82	1003.27	292	0	34
2025.09.21	12:40:00	1003.69	1009.38	1003.43	1006.30	299	0	34
2025.09.21	12:50:00	1006.79	1009.18	999.38	1001.53	296	0	34
2025.09.21	13:00:00	1001.33	1001.63	993.99	994.38	294	0	34
2025.09.21	13:10:00	994.17	997.27	991.78	994.72	294	0	34
2025.09.21	13:20:00	994.75	999.30	993.83	998.07	299	0	34
2025.09.21	13:30:00	998.04	999.64	993.72	997.63	292	0	34
2025.09.21	13:40:00	997.87	1001.35	996.88	1000.35	294	0	34
2025.09.21	13:50:00	1000.11	1005.95	998.73	1003.46	293	0	34
2025.09.21	14:00:00	1003.11	1006.52	1002.62	1005.84	291	0	34
2025.09.21	14:10:00	1005.86	1006.15	997.61	998.88	292	0	34
2025.09.21	14:20:00	998.98	1000.80	996.22	996.63	293	0	34
2025.09.21	14:30:00	996.88	1001.28	996.60	998.26	295	0	34
2025.09.21	14:40:00	998.39	999.23	994.34	994.95	299	0	34
2025.09.21	14:50:00	994.76	995.03	986.37	988.10	295	0	34
2025.09.21	15:00:00	988.40	993.70	986.21	991.24	292	0	34
2025.09.21	15:10:00	991.35	993.66	989.69	990.83	293	0	34
2025.09.21	15:20:00	990.75	996.16	988.54	995.29	297	0	34
2025.09.21	15:30:00	995.49	995.96	990.97	995.38	295	0	34
2025.09.21	15:40:00	995.61	995.70	990.24	992.73	295	0	34
2025.09.21	15:50:00	993.25	1001.65	992.70	999.36	298	0	34
2025.09.21	16:00:00	999.54	1002.42	996.53	998.31	296	0	34
2025.09.21	16:10:00	998.29	1000.93	994.12	994.27	293	0	34
2025.09.21	16:20:00	994.09	1000.64	993.30	999.56	294	0	34
2025.09.21	16:30:00	1000.05	1001.99	995.15	996.27	296	0	34
2025.09.21	16:40:00	996.44	996.46	990.76	991.50	294	0	34
2025.09.21	16:50:00	991.78	998.21	991.47	994.55	294	0	34
2025.09.21	17:00:00	994.37	998.14	993.08	996.96	294	0	34
2025.09.21	17:10:00	997.01	1003.86	995.97	1003.43	298	0	34
2025.09.21	17:20:00	1003.74	1008.18	1002.48	1003.56	297	0	34
2025.09.21	17:30:00	1003.77	1008.73	1003.00	1007.75	298	0	34
2025.09.21	17:40:00	1008.19	1011.56	1007.45	1009.29	293	0	34
2025.09.21	17:50:00	1009.66	1014.40	1007.46	1012.26	296	0	34
2025.09.21	18:00:00	1012.02	1015.13	1009.00	1015.13	299	0	34
2025.09.21	18:10:00	1014.98	1021.62	1014.07	1020.62	297	0	34
2025.09.21	18:20:00	1020.89	1022.10	1017.20	1020.21	294	0	34
2025.09.21	18:30:00	1020.21	1020.71	1008.58	1009.93	296	0	34
2025.09.21	18:40:00	1009.91	1015.26	1005.70	1008.38	297	0	34
2025.09.21	18:50:00	1008.61	1008.83	1003.09	1003.57	291	0	34
2025.09.21	19:00:00	1003.44	1004.02	999.12	999.74	296	0	34
2025.09.21	19:10:00	1000.08	1002.09	997.60	999.12	295	0	34
2025.09.21	19:20:00	998.77	1002.84	995.43	1001.98	298	0	34
2025.09.21	19:30:00	1001.96	1007.73	1000.77	1006.06	298	0	34
2025.09.21	19:40:00	1005.79	1006.92	996.96	998.40	296	0	34
2025.09.21	19:50:00	998.63	1004.11	995.57	996.66	294	0	34
2025.09.21	20:00:00	996.01	996.06	986.61	992.44	297	0	34
2025.09.21	20:10:00	992.54	995.35	991.02	991.91	298	0	34
2025.09.21	20:20:00	991.98	994.90	988.90	991.68	298	0	34
2025.09.21	20:30:00	991.58	992.66	987.49	991.47	298	0	34
2025.09.21	20:40:00	991.25	995.30	990.41	991.98	295	0	34
2025.09.21	20:50:00	991.94	995.45	986.93	988.13	295	0	34
2025.09.21	21:00:00	988.28	997.97	988.14	997.97	294	0	34
2025.09.21	21:10:00	997.68	1008.13	995.45	1006.67	298	0	34
2025.09.21	21:20:00	1006.62	1009.44	1005.47	1007.12	293	0	34
2025.09.21	21:30:00	1006.97	1011.48	1005.98	1010.21	295	0	34
2025.09.21	21:40:00	1009.83	1014.04	1008.35	1011.47	292	0	34
2025.09.21	21:50:00	1011.18	1021.85	1009.95	1020.38	297	0	34
2025.09.21	22:00:00	1020.19	1020.63	1015.37	1016.26	293	0	34
2025.09.21	22:10:00	1016.50	1017.75	1011.30	1016.56	295	0	34
2025.09.21	22:20:00	1016.17	1023.60	1015.76	1020.17	297	0	34
2025.09.21	22:30:00	1020.10	1024.67	1018.45	1024.53	295	0	34
2025.09.21	22:40:00	1024.35	1025.53	1018.36	1024.38	298	0	34
2025.09.21	22:50:00	1024.77	1027.94	1021.42	1025.79	299	0	34
2025.09.21	23:00:00	1026.03	1028.51	1022.34	1024.19	300	0	34
2025.09.21	23:10:00	1024.34	1033.06	1022.82	1032.89	297	0	34
2025.09.21	23:20:00	1032.57	1039.83	1032.29	1038.00	295	0	34
2025.09.21	23:30:00	1037.83	1041.04	1035.30	1040.58	297	0	34
2025.09.21	23:40:00	1040.75	1040.75	1035.81	1036.98	298	0	34
2025.09.21	23:50:00	1036.91	1037.98	1031.58	1033.19	299	0	34
2025.09.22	00:00:00	1033.70	1039.79	1033.70	1037.09	293	0	34
2025.09.22	00:10:00	1036.92	1037.53	1031.90	1034.86	297	0	34
2025.09.22	00:20:00	1034.47	1036.00	1029.90	1033.07	297	0	34
2025.09.22	00:30:00	1033.19	1036.67	1032.84	1034.85	294	0	34
2025.09.22	00:40:00	1034.55	1035.96	1027.14	1030.67	294	0	34
2025.09.22	00:50:00	1030.22	1032.36	1027.77	1030.78	297	0	34
2025.09.22	01:00:00	1030.26	1031.44	1026.85	1031.36	296	0	34
2025.09.22	01:10:00	1031.39	1038.76	1029.73	1037.00	292	0	34
2025.09.22	01:20:00	1036.91	1037.92	1029.83	1030.40	294	0	34
2025.09.22	01:30:00	1030.24	1038.53	1029.93	1036.49	295	0	34
2025.09.22	01:40:00	1036.78	1039.97	1036.22	1038.54	294	0	34
2025.09.22	01:50:00	1038.84	1047.15	1037.63	1046.47	293	0	34
2025.09.22	02:00:00	1046.53	1047.33	1041.79	1044.97	296	0	34
2025.09.22	02:10:00	1044.85	1045.89	1036.68	1037.50	298	0	34
2025.09.22	02:20:00	1037.23	1039.21	1032.44	1032.80	295	0	34
2025.09.22	02:30:00	1032.44	1035.85	1029.66	1035.43	297	0	34
2025.09.22	02:40:00	1035.29	1037.48	1032.74	1034.21	295	0	34
2025.09.22	02:50:00	1034.15	1034.15	1027.12	1027.77	297	0	34
2025.09.22	03:00:00	1027.41	1031.85	1026.81	1028.20	294	0	34
2025.09.22	03:10:00	1028.27	1036.76	1026.73	1036.00	293	0	34
2025.09.22	03:20:00	1036.10	1038.52	1031.73	1032.23	294	0	34
2025.09.22	03:30:00	1032.58	1036.33	1029.96	1035.63	296	0	34
2025.09.22	03:40:00	1035.86	1038.61	1032.75	1037.01	294	0	34
2025.09.22	03:50:00	1036.86	1038.53	1027.70	1030.32	295	0	34
2025.09.22	04:00:00	1030.41	1035.76	1028.96	1035.76	299	0	34
2025.09.22	04:10:00	1035.58	1044.32	1034.40	1040.32	296	0	34
2025.09.22	04:20:00	1040.52	1048.60	1038.64	1046.78	294	0	34
2025.09.22	04:30:00	1046.65	1053.10	1045.85	1052.23	294	0	34
2025.09.22	04:40:00	1052.67	1056.26	1050.62	1055.12	297	0	34
2025.09.22	04:50:00	1055.18	1055.24	1046.45	1051.67	294	0	34
2025.09.22	05:00:00	1051.16	1052.19	1045.55	1045.78	297	0	34
2025.09.22	05:10:00	1046.05	1046.05	1037.84	1041.20	299	0	34
2025.09.22	05:20:00	1040.75	1042.17	1037.40	1039.99	298	0	34
2025.09.22	05:30:00	1040.34	1043.64	1037.04	1037.48	296	0	34
2025.09.22	05:40:00	1037.43	1040.15	1032.66	1036.39	295	0	34
2025.09.22	05:50:00	1036.46	1036.85	1023.75	1025.40	296	0	34
2025.09.22	06:00:00	1025.18	1027.10	1023.07	1024.83	296	0	34
2025.09.22	06:10:00	1025.02	1028.50	1023.23	1025.00	297	0	34
2025.09.22	06:20:00	1025.57	1026.89	1021.65	1024.86	293	0	34
2025.09.22	06:30:00	1025.08	1027.84	1022.59	1022.78	293	0	34
2025.09.22	06:40:00	1022.40	1022.95	1016.80	1017.90	290	0	34
2025.09.22	06:50:00	1018.03	1018.49	1011.91	1013.31	296	0	34
2025.09.22	07:00:00	1013.32	1015.44	1009.01	1010.06	291	0	30
2025.09.22	07:10:00	1010.08	1018.50	1009.57	1016.23	298	0	30
2025.09.22	07:20:00	1016.83	1019.79	1016.05	1019.50	295	0	30
2025.09.22	07:30:00	1019.32	1019.32	1012.41	1012.41	292	0	30
2025.09.22	07:40:00	1012.42	1013.93	1007.70	1012.20	295	0	30
2025.09.22	07:50:00	1012.39	1015.17	1011.59	1012.86	296	0	30
2025.09.22	08:00:00	1013.12	1016.79	1010.93	1013.73	292	0	30
2025.09.22	08:10:00	1014.09	1015.21	1011.15	1012.89	296	0	30
2025.09.22	08:20:00	1012.61	1017.09	1011.70	1012.32	297	0	30
2025.09.22	08:30:00	1012.25	1012.58	1005.87	1006.40	296	0	30
2025.09.22	08:40:00	1006.87	1013.75	1005.73	1010.14	297	0	30
2025.09.22	08:50:00	1010.31	1012.08	1007.73	1008.85	297	0	30
2025.09.22	09:00:00	1008.99	1009.55	1000.79	1003.96	295	0	30
2025.09.22	09:10:00	1004.14	1012.45	1000.94	1012.32	292	0	30
2025.09.22	09:20:00	1012.07	1014.66	1008.71	1009.14	292	0	30
2025.09.22	09:30:00	1009.03	1009.97	1004.46	1007.26	295	0	30
2025.09.22	09:40:00	1007.22	1007.76	994.45	996.41	297	0	30
2025.09.22	09:50:00	996.38	998.31	993.06	997.40	297	0	30
2025.09.22	10:00:00	997.23	1000.96	993.51	995.36	294	0	30
2025.09.22	10:10:00	995.17	1001.18	995.17	999.90	296	0	30
2025.09.22	10:20:00	999.80	1007.28	998.47	1006.20	297	0	30
2025.09.22	10:30:00	1006.72	1007.89	1001.59	1006.50	294	0	30
2025.09.22	10:40:00	1006.49	1006.80	1003.18	1003.18	296	0	30
2025.09.22	10:50:00	1002.98	1010.74	1002.74	1010.28	292	0	30
2025.09.22	11:00:00	1009.89	1014.51	1009.33	1014.24	298	0	30
2025.09.22	11:10:00	1013.88	1016.40	1013.35	1015.23	296	0	30
2025.09.22	11:20:00	1015.30	1019.34	1014.14	1014.87	297	0	30
2025.09.22	11:30:00	1014.66	1019.45	1013.24	1019.45	296	0	30
2025.09.22	11:40:00	1019.29	1020.26	1015.05	1017.26	295	0	30
2025.09.22	11:50:00	1017.26	1020.13	1016.47	1019.82	295	0	30
2025.09.22	12:00:00	1019.98	1025.54	1019.12	1024.96	294	0	30
2025.09.22	12:10:00	1025.17	1030.53	1024.37	1029.15	294	0	30
2025.09.22	12:20:00	1029.57	1042.19	1028.91	1038.74	293	0	30
2025.09.22	12:30:00	1038.56	1046.18	1036.26	1045.92	296	0	30
2025.09.22	12:40:00	1045.93	1051.13	1043.58	1045.76	293	0	30
2025.09.22	12:50:00	1045.68	1047.90	1042.27	1047.90	292	0	30
2025.09.22	13:00:00	1047.75	1052.41	1047.60	1048.66	296	0	30
2025.09.22	13:10:00	1048.95	1049.21	1042.59	1044.38	295	0	30
2025.09.22	13:20:00	1044.40	1047.97	1043.32	1046.68	297	0	30
2025.09.22	13:30:00	1046.70	1046.92	1040.26	1040.80	294	0	30
2025.09.22	13:40:00	1040.44	1042.54	1037.82	1039.00	297	0	30
2025.09.22	13:50:00	1038.60	1038.60	1030.09	1031.22	299	0	30
2025.09.22	14:00:00	1031.58	1035.55	1029.70	1030.55	293	0	30
2025.09.22	14:10:00	1030.34	1036.88	1029.91	1035.93	294	0	30
2025.09.22	14:20:00	1036.07	1039.69	1031.58	1038.74	294	0	30
2025.09.22	14:30:00	1038.54	1044.33	1037.37	1038.37	298	0	30
2025.09.22	14:40:00	1038.27	1039.88	1031.12	1036.61	297	0	30
2025.09.22	14:50:00	1036.68	1037.86	1032.95	1037.56	297	0	30
2025.09.22	15:00:00	1037.52	1038.25	1034.10	1036.60	298	0	30
2025.09.22	15:10:00	1036.90	1041.13	1036.05	1040.58	295	0	30
2025.09.22	15:20:00	1040.93	1041.38	1037.09	1038.97	294	0	30
2025.09.22	15:30:00	1038.73	1039.83	1034.72	1038.07	296	0	30
2025.09.22	15:40:00	1037.82	1037.92	1027.89	1028.23	297	0	30
2025.09.22	15:50:00	1027.81	1028.14	1021.99	1023.02	298	0	30
2025.09.22	16:00:00	1022.88	1025.37	1018.71	1019.11	299	0	30
2025.09.22	16:10:00	1018.69	1021.17	1016.05	1019.11	298	0	30
2025.09.22	16:20:00	1019.35	1027.25	1019.35	1026.26	297	0	30
2025.09.22	16:30:00	1025.95	1032.10	1025.05	1030.49	298	0	30
2025.09.22	16:40:00	1030.51	1037.66	1027.03	1037.01	297	0	30
2025.09.22	16:50:00	1037.37	1039.16	1034.87	1035.33	298	0	30
2025.09.22	17:00:00	1035.38	1037.52	1028.47	1029.42	294	0	30
2025.09.22	17:10:00	1030.22	1030.67	1025.93	1030.43	297	0	30
2025.09.22	17:20:00	1030.50	1035.48	1029.69	1033.56	297	0	30
2025.09.22	17:30:00	1033.72	1037.50	1031.25	1036.64	298	0	30
2025.09.22	17:40:00	1036.80	1047.53	1036.71	1044.17	296	0	30
2025.09.22	17:50:00	1043.74	1043.74	1035.76	1037.19	299	0	30
2025.09.22	18:00:00	1036.96	1044.15	1035.84	1042.72	296	0	30
2025.09.22	18:10:00	1042.40	1045.36	1038.81	1045.33	295	0	30
2025.09.22	18:20:00	1045.35	1047.75	1040.61	1045.51	298	0	30
2025.09.22	18:30:00	1045.77	1048.80	1042.21	1045.37	300	0	30
2025.09.22	18:40:00	1045.59	1048.39	1038.63	1038.98	296	0	30
